SrcIP;DstIP;TCP SrcPort;TCP DstPort;UDP SrcPort; UDP DstPort;Proto;Type;Ver;Ciphersuite;List of extensions;SNI;Supported Groups;EC;ALPN;Signature Algorithms;Supported Versions;Time
192.168.3.28;104.96.145.31;64970;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:23.059668000 CEST
104.96.145.31;192.168.3.28;443;64969;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:23.073988000 CEST
104.96.145.31;192.168.3.28;443;64968;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:23.073993000 CEST
104.96.145.31;192.168.3.28;443;64970;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:23.080614000 CEST
192.168.3.28;104.96.145.31;64972;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:23.091735000 CEST
192.168.3.28;104.96.145.31;64971;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;assets.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:23.096629000 CEST
104.96.145.31;192.168.3.28;443;64972;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:23.117632000 CEST
104.96.145.31;192.168.3.28;443;64971;;;6;2;0x0303;0xc02c;65281,0,11,35,5,16;;;0,1,2;h2;;;Jul 20, 2024 18:13:23.117634000 CEST
47.246.2.232;192.168.3.28;443;64967;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:23.120640000 CEST
47.246.2.232;192.168.3.28;443;64966;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:23.135517000 CEST
192.168.3.28;47.246.2.232;64976;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:23.389895000 CEST
192.168.3.28;47.246.2.232;64975;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:23.391252000 CEST
47.246.2.232;192.168.3.28;443;64976;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:23.468720000 CEST
47.246.2.232;192.168.3.28;443;64975;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:23.468721000 CEST
192.168.3.28;47.246.2.232;64981;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:24.780155000 CEST
192.168.3.28;47.246.2.232;64980;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:24.781688000 CEST
192.168.3.28;47.246.44.249;64982;443;;;6;1;0x0303;0x4a4a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;35466,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,2570,21;at.alicdn.com;0xeaea,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0x4a4a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:25.056657000 CEST
47.246.2.232;192.168.3.28;443;64981;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:25.238836000 CEST
192.168.3.28;47.246.44.249;64983;443;;;6;1;0x0303;0x3a3a,0x1301,0x1302,0x1303,0xc02b,0xc02f,0xc02c,0xc030,0xcca9,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;39578,0,23,65281,10,11,35,16,5,13,18,51,45,43,27,17513,43690,21;at.alicdn.com;0x2a2a,0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601;0xaaaa,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:25.246970000 CEST
47.246.2.232;192.168.3.28;443;64980;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:25.307384000 CEST
47.246.44.249;192.168.3.28;443;64982;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:25.594032000 CEST
47.246.44.249;192.168.3.28;443;64983;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:26.023057000 CEST
192.168.3.28;2.19.217.159;49454;443;;;6;1;0x0303;0x4a4a,0x1301,0x1302,0x1303,0xc02c,0xc02b,0xcca9,0xc030,0xc02f,0xcca8,0xc00a,0xc009,0xc014,0xc013,0x009d,0x009c,0x0035,0x002f,0xc008,0xc012,0x000a;2570,0,23,65281,10,11,16,5,13,18,51,45,43,27,6682,21;help.apple.com;0xfafa,0x001d,0x0017,0x0018,0x0019;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0203,0x0805,0x0805,0x0501,0x0806,0x0601,0x0201;0x2a2a,0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.439760000 CEST
2.19.217.159;192.168.3.28;443;49454;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:26.467833000 CEST
192.168.3.28;47.246.2.232;64988;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.468833000 CEST
192.168.3.28;47.246.2.232;64989;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.479063000 CEST
47.246.2.232;192.168.3.28;443;64988;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:26.560361000 CEST
47.246.2.232;192.168.3.28;443;64989;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:26.560363000 CEST
192.168.3.28;47.246.2.232;64994;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.946583000 CEST
192.168.3.28;47.246.2.232;64993;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.946610000 CEST
192.168.3.28;47.246.173.218;64990;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;amdc.aliexpress.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:26.967903000 CEST
47.246.2.232;192.168.3.28;443;64994;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.020149000 CEST
47.246.2.232;192.168.3.28;443;64993;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.020150000 CEST
192.168.3.28;47.246.2.232;64997;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:27.276219000 CEST
47.246.173.218;192.168.3.28;443;64990;;;6;2;0x0303;0xc02f;65281,0,11,23;;;0,1,2;;;;Jul 20, 2024 18:13:27.277419000 CEST
192.168.3.28;47.246.2.232;64998;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:27.278367000 CEST
47.246.2.232;192.168.3.28;443;64998;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.353856000 CEST
47.246.2.232;192.168.3.28;443;64997;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.355920000 CEST
192.168.3.28;47.246.2.232;65001;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:27.586903000 CEST
192.168.3.28;47.246.2.232;65002;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:27.586920000 CEST
47.246.2.232;192.168.3.28;443;65002;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.660995000 CEST
47.246.2.232;192.168.3.28;443;65001;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:27.663346000 CEST
192.168.3.28;47.246.2.232;65005;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:27.970287000 CEST
192.168.3.28;47.246.2.232;65006;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:28.059471000 CEST
47.246.2.232;192.168.3.28;443;65005;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:28.163640000 CEST
47.246.2.232;192.168.3.28;443;65006;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:28.279533000 CEST
192.168.3.28;47.246.2.230;65008;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;dinamicx.alibabausercontent.com;0x001d,0x0017,0x0018;0;http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:28.442169000 CEST
47.246.2.230;192.168.3.28;443;65008;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:28.508981000 CEST
192.168.3.28;47.246.2.232;65009;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:28.510579000 CEST
47.246.2.232;192.168.3.28;443;65009;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:28.593397000 CEST
192.168.3.28;47.246.2.232;65012;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:28.842402000 CEST
47.246.2.232;192.168.3.28;443;65012;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:28.913356000 CEST
192.168.3.28;47.246.2.232;65014;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:29.147132000 CEST
47.246.2.232;192.168.3.28;443;65014;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:29.216578000 CEST
192.168.3.28;47.246.2.232;65016;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:29.563489000 CEST
47.246.2.232;192.168.3.28;443;65016;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:29.629751000 CEST
192.168.3.28;47.246.2.232;65018;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:29.916032000 CEST
47.246.2.232;192.168.3.28;443;65018;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:29.999873000 CEST
192.168.3.28;47.246.2.232;65020;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:30.273817000 CEST
47.246.2.232;192.168.3.28;443;65020;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:30.378702000 CEST
192.168.3.28;47.246.2.232;65022;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:30.643742000 CEST
47.246.2.232;192.168.3.28;443;65022;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:30.720223000 CEST
192.168.3.28;47.246.2.232;65024;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:30.947882000 CEST
47.246.2.232;192.168.3.28;443;65024;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:31.015511000 CEST
192.168.3.28;47.246.2.232;65026;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:31.248997000 CEST
47.246.2.232;192.168.3.28;443;65026;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:31.324281000 CEST
192.168.3.28;47.246.2.232;65029;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:31.588398000 CEST
47.246.2.232;192.168.3.28;443;65029;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:31.661615000 CEST
192.168.3.28;47.246.2.232;65031;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:31.974285000 CEST
47.246.2.232;192.168.3.28;443;65031;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:32.048432000 CEST
192.168.3.28;47.246.2.232;65033;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:32.401664000 CEST
47.246.2.232;192.168.3.28;443;65033;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:33.001698000 CEST
192.168.3.28;47.246.2.232;65035;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:33.468254000 CEST
47.246.2.232;192.168.3.28;443;65035;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:33.572990000 CEST
192.168.3.28;47.246.2.232;65037;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:33.812176000 CEST
47.246.2.232;192.168.3.28;443;65037;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:33.891442000 CEST
192.168.3.28;47.246.2.232;65039;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:34.140307000 CEST
47.246.2.232;192.168.3.28;443;65039;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:34.216847000 CEST
192.168.3.28;163.181.130.185;65041;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,35,16,5,13,51,45,43,21;g.alicdn.com;0x001d,0x0017,0x0018;0;h2,http/1.1;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303;Jul 20, 2024 18:13:34.537814000 CEST
163.181.130.185;192.168.3.28;443;65041;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:34.591897000 CEST
192.168.3.28;47.246.2.232;65043;443;;;6;1;0x0303;0x1301,0x1302,0x1303,0xc02b,0xc02c,0xcca9,0xc02f,0xc030,0xcca8,0xc009,0xc00a,0xc013,0xc014,0x009c,0x009d,0x002f,0x0035;0,23,65281,10,11,5,13,51,45,43,21;global-orange-source.alibaba.com;0x001d,0x0017,0x0018;0;;0x0403,0x0804,0x0401,0x0503,0x0805,0x0501,0x0806,0x0601,0x0201;0x0304,0x0303,0x0302,0x0301;Jul 20, 2024 18:13:35.528492000 CEST
47.246.2.232;192.168.3.28;443;65043;;;6;2;0x0303;0x1302;43,51;;;;;;0x0304;Jul 20, 2024 18:13:35.592638000 CEST
